13/02/01,135.55555555555554
13/03/04,256.6666666666667
13/04/04,100.0
13/05/05,119.44444444444444
13/06/05,114.44444444444444
13/07/06,108.33333333333333
13/08/06,205.55555555555554
13/09/06,148.88888888888889
13/10/07,58.333333333333336
13/11/07,52.0
13/12/08,67.14285714285714
14/01/08,214.44444444444446
14/02/08,81.25
14/03/11,117.77777777777777
14/04/11,137.22222222222223
14/05/12,216.11111111111111
14/06/12,102.22222222222223
14/07/13,117.22222222222223
14/08/13,75.0
14/09/13,64.375
14/10/14,70.0
14/11/14,81.11111111111111
14/12/15,93.125
15/01/15,156.11111111111111
15/02/15,112.22222222222223
15/03/18,110.0
15/04/18,97.22222222222223
15/05/19,162.22222222222223
15/06/19,113.88888888888889
15/07/20,76.11111111111111
15/08/20,111.66666666666667
15/09/20,116.66666666666667
15/10/21,56.25
15/11/21,55.714285714285715
15/12/22,156.11111111111111
16/01/22,258.8888888888889
16/02/22,117.22222222222223
16/03/24,146.11111111111111
16/04/24,103.88888888888889
16/05/25,153.88888888888889
16/06/25,60.625
16/07/26,80.71428571428571
16/08/26,91.11111111111111
16/09/26,105.55555555555556
16/10/27,71.66666666666667
16/12/28,75.0
17/01/28,68.88888888888889
17/02/28,222.22222222222223
17/03/31,92.22222222222223
17/05/01,96.11111111111111
17/06/01,163.33333333333334
17/07/02,242.22222222222223
17/08/02,122.22222222222223
17/09/02,136.11111111111111
17/10/03,95.0
17/11/03,121.66666666666667
17/12/04,130.0
18/01/04,81.875
18/02/04,71.25
18/03/07,138.125
18/04/07,101.11111111111111
18/05/08,112.77777777777777
18/06/08,170.55555555555554
18/07/09,107.22222222222223
18/08/09,87.77777777777777
18/09/09,106.66666666666667
18/10/10,74.44444444444444
18/11/10,78.75
18/12/11,160.0
19/01/11,216.66666666666666
19/02/11,157.77777777777777
19/03/14,150.0
19/04/14,82.22222222222223
19/05/15,120.55555555555556
19/06/15,82.77777777777777
19/07/16,122.22222222222223
19/08/16,75.0
19/09/16,78.88888888888889
19/10/17,120.0
19/11/17,120.0
19/12/18,95.55555555555556
20/01/18,122.22222222222223
20/02/18,168.88888888888889
20/03/20,261.1111111111111
20/04/20,178.88888888888889
20/05/21,180.0
20/06/21,93.33333333333333
20/07/22,85.0
20/08/22,105.0
20/09/22,107.22222222222223
20/10/23,90.55555555555556
20/11/23,126.66666666666667
20/12/24,80.0
21/01/24,59.44444444444444
21/02/24,85.55555555555556
21/03/27,73.125
21/04/27,156.11111111111111
21/05/28,98.33333333333333
21/06/28,95.0
21/07/29,176.66666666666666
21/08/29,171.66666666666666
21/09/29,132.77777777777777
21/10/30,104.375
21/11/30,95.0
21/12/31,98.33333333333333
22/01/31,109.375
22/03/03,103.33333333333333
22/04/03,164.44444444444446
22/05/04,120.55555555555556
22/06/04,102.22222222222223
22/07/05,81.66666666666667
22/08/05,137.77777777777777
22/09/05,113.88888888888889
22/10/06,67.85714285714286
22/11/06,60.0
22/12/07,104.44444444444444
23/01/07,77.5
